141 -285 129.72 -262.2
154 -276 141.68 -253.92
191 -231 175.72 -212.52
205 -198 188.6 -182.16
323 -56 297.16 -51.52
329 11 302.68 10.12
312 61 287.04 56.12
278 117 255.76 107.64
279 133 256.68 122.36
267 135 245.64 124.2
203 183 186.76 168.36
203 189 186.76 173.88
134 161 123.28 148.12
117 152 107.64 139.84
24 174 22.08 160.08
-14 151 -12.88 138.92
-41 117 -37.72 107.64
-55 80 -50.6 73.6
-63 18 -57.96 16.56
-53 -9 -48.76 -8.28
-37 -10 -34.04 -9.2
-60 -65 -55.2 -59.8
-4 -115 -3.68 -105.8
34 -129 31.28 -118.68
93 -175 85.56 -161.0
130 -170 119.6 -156.4
223 -80 205.16 -73.6
250 -15 230.0 -13.8
302 93 277.84 85.56
301 136 276.92 125.12
272 147 250.24 135.24
276 152 253.92 139.84
218 218 200.56 200.56
199 216 183.08 198.72
198 145 182.16 133.4
177 124 162.84 114.08
143 153 131.56 140.76
129 161 118.68 148.12
136 171 125.12 157.32
232 182 213.44 167.44
178 -63 163.76 -57.96
88 -84 80.96 -77.28
-5 -36 -4.6 -33.12
-23 -37 -21.16 -34.04
-93 -6 -85.56 -5.52
-97 -1 -89.24 -0.92
-63 145 -57.96 133.4
0 188 0.0 172.96
96 235 88.32 216.2
181 215 166.52 197.8
222 166 204.24 152.72
245 128 225.4 117.76
265 73 243.8 67.16
289 67 265.88 61.64
301 -94 276.92 -86.48
250 -163 230.0 -149.96
140 -272 128.8 -250.24
-12 -246 -11.04 -226.32
-30 -228 -27.6 -209.76
-65 -221 -59.8 -203.32
-94 -152 -86.48 -139.84
-114 -133 -104.88 -122.36
-61 74 -56.12 68.08
42 177 38.64 162.84
68 233 62.56 214.36
95 250 87.4 230.0
12 192 11.04 176.64
269 173 247.48 159.16
